customer_id,gender,age,payment_method,age_group
C181870,Female,69.0,Debit Card,65+
C871027,Female,59.0,Credit Card,51-65
C135816,Female,22.0,Cash,18-25
C251946,Male,62.0,Cash,51-65
C247754,Male,48.0,Credit Card,36-50
C118073,Female,45.0,Credit Card,36-50
C165182,Male,54.0,Cash,51-65
C829178,Male,60.0,Credit Card,51-65
C230571,Female,29.0,Credit Card,26-35
C221776,Female,58.0,Credit Card,51-65
C321345,Male,66.0,Cash,65+
C247068,Male,65.0,Cash,51-65
C240221,Female,38.0,Debit Card,36-50
C643212,Female,20.0,Credit Card,18-25
C659667,Male,41.0,Credit Card,36-50
C215446,Female,50.0,Cash,36-50
C576464,Male,34.0,Debit Card,26-35
C772813,Female,45.0,Debit Card,36-50
C131811,Female,68.0,Debit Card,65+
C298410,Female,63.0,Debit Card,51-65
C155526,Female,55.0,Credit Card,51-65
C105169,Male,22.0,Credit Card,18-25
C186942,Female,26.0,Cash,26-35
C195825,Female,33.0,Cash,26-35
C133370,Female,41.0,Cash,36-50
C943748,Female,35.0,Cash,26-35
C169330,Male,21.0,Credit Card,18-25
C217575,Female,39.0,Cash,36-50
C923023,Male,49.0,Cash,36-50
C319043,Female,18.0,Debit Card,18-25
C201607,Male,48.0,Cash,36-50
C326424,Male,53.0,Cash,51-65
C224116,Male,47.0,Debit Card,36-50
C622907,Female,34.0,Credit Card,26-35
C268236,Male,62.0,Debit Card,51-65
C272206,Female,43.0,Credit Card,36-50
C590758,Female,41.0,Credit Card,36-50
C161037,Male,28.0,Cash,26-35
C274912,Female,62.0,Cash,51-65
C293991,Male,25.0,Cash,18-25
C108185,Male,69.0,Cash,65+
C368476,Female,58.0,Cash,51-65
C862037,Female,33.0,Cash,26-35
C217138,Female,44.0,Cash,36-50
C214090,Male,59.0,Debit Card,51-65
C111622,Female,24.0,Credit Card,18-25
C401628,Female,51.0,Cash,51-65
C106627,Female,54.0,Debit Card,51-65
C338230,Female,57.0,Credit Card,51-65
C464101,Female,34.0,Credit Card,26-35
C775178,Female,43.0,Cash,36-50
C321087,Female,36.0,Credit Card,36-50
C431635,Female,60.0,Debit Card,51-65
C283682,Female,31.0,Credit Card,26-35
C176159,Female,24.0,Credit Card,18-25
C333291,Female,55.0,Cash,51-65
C110984,Female,46.0,Credit Card,36-50
C335593,Female,60.0,Credit Card,51-65
C318998,Female,69.0,Cash,65+
C166946,Female,59.0,Cash,51-65
C253074,Female,55.0,Cash,51-65
C224578,Female,64.0,Credit Card,51-65
C315659,Female,38.0,Credit Card,36-50
C243689,Male,39.0,Cash,36-50
C125960,Male,66.0,Credit Card,65+
C158695,Female,62.0,Cash,51-65
C238647,Female,25.0,Credit Card,18-25
C161977,Male,22.0,Credit Card,18-25
C410044,Female,49.0,Debit Card,36-50
C228360,Female,64.0,Credit Card,51-65
C272458,Female,63.0,Credit Card,51-65
C328609,Female,22.0,Cash,18-25
C133423,Female,62.0,Cash,51-65
C157501,Male,49.0,Credit Card,36-50
C239698,Female,48.0,Credit Card,36-50
C269038,Female,66.0,Credit Card,65+
C380107,Female,66.0,Cash,65+
C282978,Female,55.0,Debit Card,51-65
C305324,Male,23.0,Credit Card,18-25
C253553,Male,31.0,Credit Card,26-35
C190703,Female,51.0,Cash,51-65
C134822,Male,57.0,Cash,51-65
C192963,Male,41.0,Credit Card,36-50
C323787,Female,41.0,Credit Card,36-50
C333431,Female,57.0,Credit Card,51-65
C285768,Female,47.0,Cash,36-50
C281380,Female,20.0,Cash,18-25
C225954,Female,24.0,Debit Card,18-25
C291660,Female,47.0,Cash,36-50
C333868,Female,22.0,Debit Card,18-25
C293509,Male,65.0,Cash,51-65
C183270,Female,63.0,Cash,51-65
C281671,Female,60.0,Debit Card,51-65
C236387,Female,62.0,Debit Card,51-65
C285807,Female,55.0,Cash,51-65
C117491,Male,34.0,Cash,26-35
C709128,Male,42.0,Credit Card,36-50
C183639,Female,41.0,Cash,36-50
C226642,Male,24.0,Cash,18-25
C283821,Male,67.0,Cash,65+
C303445,Female,59.0,Cash,51-65
C203037,Female,55.0,Credit Card,51-65
C618967,Male,28.0,Debit Card,26-35
C184914,Male,55.0,Cash,51-65
C228011,Male,65.0,Debit Card,51-65
C171352,Male,22.0,Cash,18-25
C256333,Male,43.0,Credit Card,36-50
C471505,Male,46.0,Debit Card,36-50
C465060,Female,43.0,Credit Card,36-50
C140130,Female,29.0,Cash,26-35
C176540,Female,51.0,Debit Card,51-65
C216622,Male,25.0,Cash,18-25
C303741,Female,37.0,Cash,36-50
C799477,Female,18.0,Cash,18-25
C896912,Male,48.0,Credit Card,36-50
C322423,Male,32.0,Debit Card,26-35
C198196,Male,25.0,Cash,18-25
C158021,Female,58.0,Cash,51-65
C312964,Female,26.0,Credit Card,26-35
C115172,Female,24.0,Credit Card,18-25
C277524,Male,41.0,Credit Card,36-50
C481786,Female,45.0,Cash,36-50
C691219,Male,39.0,Credit Card,36-50
C827010,Female,37.0,Debit Card,36-50
C955913,Male,42.0,Credit Card,36-50
C529653,Female,63.0,Debit Card,51-65
C135252,Female,21.0,Credit Card,18-25
C218977,Female,51.0,Cash,51-65
C287564,Female,63.0,Credit Card,51-65
C153366,Female,60.0,Credit Card,51-65
C180547,Female,24.0,Credit Card,18-25
C176498,Male,27.0,Credit Card,26-35
C181724,Male,28.0,Cash,26-35
C330503,Female,55.0,Credit Card,51-65
C114254,Male,63.0,Credit Card,51-65
C197304,Female,20.0,Cash,18-25
C796071,Male,68.0,Cash,65+
C927506,Female,44.0,Credit Card,36-50
C134705,Female,27.0,Cash,26-35
C319406,Female,36.0,Credit Card,36-50
C336099,Female,66.0,Credit Card,65+
C246020,Female,43.0,Credit Card,36-50
C107390,Male,60.0,Cash,51-65
C207615,Male,23.0,Credit Card,18-25
C785915,Male,43.0,Cash,36-50
C125758,Female,45.0,Credit Card,36-50
C693479,Male,69.0,Cash,65+
C300891,Female,63.0,Cash,51-65
C181028,Female,69.0,Debit Card,65+
C130213,Female,56.0,Cash,51-65
C302128,Male,31.0,Credit Card,26-35
C662334,Female,56.0,Credit Card,51-65
C957081,Male,69.0,Credit Card,65+
C930138,Female,67.0,Credit Card,65+
C276152,Female,57.0,Cash,51-65
C960103,Male,21.0,Credit Card,18-25
C335180,Female,21.0,Cash,18-25
C147406,Male,58.0,Cash,51-65
C288541,Female,21.0,Cash,18-25
C264862,Female,26.0,Credit Card,26-35
C225744,Female,59.0,Credit Card,51-65
C340248,Female,51.0,Credit Card,51-65
C209656,Female,31.0,Cash,26-35
C318207,Male,67.0,Debit Card,65+
C151314,Female,37.0,Cash,36-50
C141475,Female,35.0,Credit Card,26-35
C286455,Male,59.0,Credit Card,51-65
C313917,Male,49.0,Cash,36-50
C227651,Male,52.0,Credit Card,51-65
C304737,Male,64.0,Cash,51-65
C205859,Male,46.0,Cash,36-50
C322892,Female,64.0,Debit Card,51-65
C241774,Male,29.0,Cash,26-35
C417240,Female,29.0,Cash,26-35
C295615,Female,18.0,Cash,18-25
C727292,Female,31.0,Cash,26-35
C869445,Female,61.0,Debit Card,51-65
C869153,Female,62.0,Debit Card,51-65
C312329,Male,43.0,Credit Card,36-50
C174827,Male,69.0,Debit Card,65+
C267615,Male,65.0,Debit Card,51-65
C435081,Female,33.0,Credit Card,26-35
C183734,Male,54.0,Cash,51-65
C497860,Female,54.0,Credit Card,51-65
C498137,Female,53.0,Cash,51-65
C274653,Female,69.0,Cash,65+
C165833,Female,28.0,Cash,26-35
C244393,Female,67.0,Credit Card,65+
C433698,Male,28.0,Debit Card,26-35
C194253,Female,28.0,Cash,26-35
C975804,Female,69.0,Credit Card,65+
C475961,Male,62.0,Credit Card,51-65
C904624,Female,48.0,Credit Card,36-50
C162236,Male,43.0,Credit Card,36-50
C244514,Male,21.0,Credit Card,18-25
C283001,Female,39.0,Cash,36-50
C334057,Female,68.0,Cash,65+
C255310,Female,60.0,Cash,51-65
C320649,Male,46.0,Cash,36-50
C288235,Female,64.0,Credit Card,51-65
C252460,Male,27.0,Debit Card,26-35
C261501,Female,25.0,Cash,18-25
C137641,Male,33.0,Debit Card,26-35
C319333,Female,29.0,Cash,26-35
C203694,Female,58.0,Credit Card,51-65
C119959,Male,56.0,Cash,51-65
C778133,Male,53.0,Cash,51-65
C442114,Male,18.0,Credit Card,18-25
C289772,Female,53.0,Credit Card,51-65
C281018,Male,64.0,Credit Card,51-65
C215365,Female,68.0,Cash,65+
C114117,Female,54.0,Cash,51-65
C242097,Female,39.0,Credit Card,36-50
C963066,Female,66.0,Cash,65+
C176048,Female,57.0,Debit Card,51-65
C529546,Male,68.0,Credit Card,65+
C194712,Female,41.0,Credit Card,36-50
C240130,Female,43.0,Cash,36-50
C477819,Male,52.0,Credit Card,51-65
C150520,Male,64.0,Debit Card,51-65
C265952,Male,50.0,Cash,36-50
C187082,Female,36.0,Credit Card,36-50
C218498,Male,24.0,Debit Card,18-25
C641170,Female,46.0,Credit Card,36-50
C218798,Female,56.0,Credit Card,51-65
C130437,Female,38.0,Debit Card,36-50
C335492,Female,21.0,Cash,18-25
C207543,Female,36.0,Debit Card,36-50
C192088,Male,24.0,Cash,18-25
C206737,Male,56.0,Cash,51-65
C791308,Female,47.0,Cash,36-50
C158825,Female,37.0,Credit Card,36-50
C288268,Male,54.0,Cash,51-65
C298618,Male,46.0,Debit Card,36-50
C170641,Male,67.0,Credit Card,65+
C275601,Female,49.0,Credit Card,36-50
C299282,Male,52.0,Credit Card,51-65
C122092,Female,67.0,Credit Card,65+
C208889,Male,34.0,Debit Card,26-35
C268849,Female,35.0,Cash,26-35
C192288,Female,27.0,Credit Card,26-35
C475590,Male,48.0,Cash,36-50
C536922,Female,42.0,Credit Card,36-50
C180839,Female,21.0,Credit Card,18-25
C334072,Female,25.0,Debit Card,18-25
C104778,Male,40.0,Credit Card,36-50
C185542,Female,30.0,Debit Card,26-35
C303946,Female,45.0,Credit Card,36-50
C692350,Male,23.0,Cash,18-25
C251924,Female,52.0,Cash,51-65
C229477,Female,28.0,Credit Card,26-35
C911000,Male,68.0,Cash,65+
C370430,Female,43.0,Credit Card,36-50
C498738,Female,39.0,Credit Card,36-50
C308162,Female,30.0,Cash,26-35
C282529,Female,53.0,Credit Card,51-65
C722855,Female,48.0,Credit Card,36-50
C541567,Female,31.0,Cash,26-35
C295595,Male,56.0,Cash,51-65
C999853,Female,27.0,Cash,26-35
C146540,Female,49.0,Debit Card,36-50
C338331,Female,20.0,Credit Card,18-25
C767466,Male,51.0,Credit Card,51-65
C451346,Male,31.0,Cash,26-35
C105838,Male,62.0,Credit Card,51-65
C332776,Female,25.0,Credit Card,18-25
C155692,Male,32.0,Cash,26-35
C162991,Male,44.0,Cash,36-50
C140956,Female,69.0,Credit Card,65+
C147664,Female,59.0,Cash,51-65
C162625,Female,63.0,Cash,51-65
C190390,Male,66.0,Cash,65+
C284977,Female,57.0,Credit Card,51-65
C328194,Female,57.0,Credit Card,51-65
C150068,Male,26.0,Cash,26-35
C245055,Female,19.0,Debit Card,18-25
C310362,Female,20.0,Credit Card,18-25
C130576,Female,55.0,Cash,51-65
C166838,Female,21.0,Cash,18-25
C289633,Female,55.0,Cash,51-65
C450741,Male,25.0,Debit Card,18-25
C215733,Male,29.0,Cash,26-35
C227774,Female,48.0,Debit Card,36-50
C217251,Female,33.0,Credit Card,26-35
C174154,Male,29.0,Credit Card,26-35
C164984,Female,31.0,Cash,26-35
C359655,Female,36.0,Debit Card,36-50
C316671,Male,68.0,Cash,65+
C186855,Female,53.0,Debit Card,51-65
C114607,Female,42.0,Cash,36-50
C197146,Female,58.0,Credit Card,51-65
C728661,Female,53.0,Debit Card,51-65
C637934,Female,40.0,Cash,36-50
C844937,Female,58.0,Cash,51-65
C314931,Female,65.0,Cash,51-65
C562855,Female,36.0,Cash,36-50
C202444,Female,37.0,Cash,36-50
C199118,Female,36.0,Credit Card,36-50
C791224,Female,37.0,Cash,36-50
C536840,Female,35.0,Credit Card,26-35
C730322,Female,37.0,Cash,36-50
C856069,Female,54.0,Debit Card,51-65
C786749,Male,24.0,Credit Card,18-25
C211046,Male,41.0,Cash,36-50
C301891,Female,67.0,Credit Card,65+
C691402,Female,47.0,Cash,36-50
C303979,Female,22.0,Cash,18-25
C291176,Female,24.0,Cash,18-25
C301345,Male,66.0,Cash,65+
C307583,Male,36.0,Cash,36-50
C114419,Female,59.0,Credit Card,51-65
C223059,Female,39.0,Cash,36-50
C322086,Female,39.0,Debit Card,36-50
C238058,Female,55.0,Debit Card,51-65
C328632,Male,29.0,Cash,26-35
C760258,Female,39.0,Credit Card,36-50
C139714,Male,58.0,Cash,51-65
C574697,Female,29.0,Credit Card,26-35
C123360,Male,56.0,Credit Card,51-65
C275139,Female,32.0,Credit Card,26-35
C170140,Female,24.0,Cash,18-25
C419593,Male,43.0,Debit Card,36-50
C709714,Female,56.0,Credit Card,51-65
C229321,Female,31.0,Debit Card,26-35
C237674,Female,60.0,Debit Card,51-65
C282380,Male,67.0,Cash,65+
C609734,Female,34.0,Cash,26-35
C281373,Female,53.0,Cash,51-65
C905330,Female,33.0,Credit Card,26-35
C909032,Female,21.0,Cash,18-25
C829986,Female,23.0,Debit Card,18-25
C150323,Female,54.0,Credit Card,51-65
C980556,Male,64.0,Credit Card,51-65
C256456,Female,67.0,Debit Card,65+
C177628,Female,49.0,Credit Card,36-50
C260470,Male,68.0,Cash,65+
C250949,Male,21.0,Cash,18-25
C324574,Female,19.0,Cash,18-25
C134914,Male,42.0,Credit Card,36-50
C164252,Male,68.0,Credit Card,65+
C934534,Male,30.0,Debit Card,26-35
C128317,Female,56.0,Credit Card,51-65
C768650,Female,36.0,Debit Card,36-50
C147486,Male,50.0,Credit Card,36-50
C264857,Female,32.0,Cash,26-35
C348574,Male,21.0,Cash,18-25
C884689,Male,18.0,Credit Card,18-25
C179069,Female,36.0,Cash,36-50
C181181,Male,60.0,Cash,51-65
C199974,Male,59.0,Cash,51-65
C255718,Male,26.0,Debit Card,26-35
C252253,Female,22.0,Debit Card,18-25
C153358,Female,43.0,Credit Card,36-50
C260104,Male,21.0,Cash,18-25
C241559,Male,27.0,Cash,26-35
C140765,Male,60.0,Credit Card,51-65
C295764,Male,19.0,Cash,18-25
C318660,Female,61.0,Cash,51-65
C247932,Female,29.0,Credit Card,26-35
C105833,Female,55.0,Debit Card,51-65
C482408,Male,62.0,Debit Card,51-65
C105622,Female,61.0,Debit Card,51-65
C281611,Female,21.0,Debit Card,18-25
C290020,Female,42.0,Credit Card,36-50
C937840,Male,63.0,Credit Card,51-65
C472495,Male,36.0,Credit Card,36-50
C630915,Female,49.0,Debit Card,36-50
C123032,Male,22.0,Credit Card,18-25
C187155,Female,52.0,Debit Card,51-65
C149563,Female,50.0,Credit Card,36-50
C328667,Male,49.0,Credit Card,36-50
C218641,Male,35.0,Credit Card,26-35
C292007,Female,52.0,Cash,51-65
C125996,Female,44.0,Cash,36-50
C285167,Male,61.0,Cash,51-65
C235435,Female,26.0,Debit Card,26-35
C275163,Female,66.0,Credit Card,65+
C223399,Male,32.0,Debit Card,26-35
C200709,Female,33.0,Debit Card,26-35
C530371,Female,55.0,Cash,51-65
C199875,Female,34.0,Credit Card,26-35
C968953,Female,66.0,Credit Card,65+
C177353,Female,42.0,Cash,36-50
C244629,Male,65.0,Cash,51-65
C145162,Female,68.0,Cash,65+
C991453,Female,28.0,Cash,26-35
C331225,Female,37.0,Debit Card,36-50
C283502,Female,22.0,Cash,18-25
C190247,Male,36.0,Credit Card,36-50
C209490,Female,60.0,Debit Card,51-65
C218300,Female,53.0,Cash,51-65
C608548,Male,39.0,Cash,36-50
C184108,Female,32.0,Credit Card,26-35
C606537,Female,49.0,Credit Card,36-50
C329265,Female,26.0,Credit Card,26-35
C391743,Female,51.0,Debit Card,51-65
C430043,Female,46.0,Cash,36-50
C590510,Male,39.0,Cash,36-50
C177327,Male,22.0,Cash,18-25
C128805,Female,58.0,Credit Card,51-65
C175667,Female,38.0,Credit Card,36-50
C613597,Male,25.0,Cash,18-25
C190059,Male,45.0,Debit Card,36-50
C145387,Male,40.0,Cash,36-50
C944289,Male,25.0,Debit Card,18-25
C129966,Female,58.0,Credit Card,51-65
C383164,Male,18.0,Credit Card,18-25
C174656,Female,62.0,Cash,51-65
C751345,Male,42.0,Cash,36-50
C962466,Female,60.0,Debit Card,51-65
C160128,Male,18.0,Credit Card,18-25
C323994,Female,51.0,Cash,51-65
C904568,Female,66.0,Debit Card,65+
C664168,Male,27.0,Credit Card,26-35
C148611,Male,25.0,Debit Card,18-25
C700743,Male,47.0,Cash,36-50
C109506,Female,18.0,Cash,18-25
C114807,Female,68.0,Cash,65+
C290143,Female,21.0,Cash,18-25
C566816,Female,54.0,Cash,51-65
C543514,Female,22.0,Cash,18-25
C317374,Female,51.0,Credit Card,51-65
C108931,Male,18.0,Cash,18-25
C238071,Male,45.0,Credit Card,36-50
C148423,Male,27.0,Cash,26-35
C244754,Female,41.0,Credit Card,36-50
C255703,Female,37.0,Cash,36-50
C148195,Female,42.0,Debit Card,36-50
C129097,Female,36.0,Credit Card,36-50
C300233,Male,38.0,Cash,36-50
C878046,Female,42.0,Cash,36-50
C294471,Female,52.0,Cash,51-65
C199675,Female,20.0,Cash,18-25
C321932,Female,41.0,Cash,36-50
C186857,Female,56.0,Credit Card,51-65
C244520,Male,25.0,Debit Card,18-25
C139704,Male,40.0,Cash,36-50
C283670,Male,50.0,Debit Card,36-50
C227365,Female,24.0,Credit Card,18-25
C315324,Female,57.0,Cash,51-65
C106603,Male,45.0,Cash,36-50
C954397,Female,24.0,Cash,18-25
C325099,Female,28.0,Cash,26-35
C152408,Male,19.0,Cash,18-25
C866662,Female,48.0,Cash,36-50
C303984,Female,21.0,Cash,18-25
C527656,Female,32.0,Cash,26-35
C240745,Male,27.0,Cash,26-35
C334068,Male,49.0,Credit Card,36-50
C312403,Male,29.0,Debit Card,26-35
C216899,Female,63.0,Debit Card,51-65
C618142,Female,60.0,Credit Card,51-65
C288717,Female,53.0,Credit Card,51-65
C290038,Female,60.0,Cash,51-65
C212988,Female,27.0,Cash,26-35
C169692,Male,23.0,Cash,18-25
C269667,Male,53.0,Cash,51-65
C141250,Male,27.0,Cash,26-35
C279094,Female,33.0,Cash,26-35
C156300,Male,28.0,Cash,26-35
C102872,Male,21.0,Credit Card,18-25
C295388,Female,30.0,Credit Card,26-35
C473902,Male,42.0,Debit Card,36-50
C742193,Male,24.0,Debit Card,18-25
C588333,Male,27.0,Cash,26-35
C657713,Female,26.0,Cash,26-35
C867522,Female,59.0,Credit Card,51-65
C235553,Female,68.0,Credit Card,65+
C171036,Female,21.0,Debit Card,18-25
C154914,Female,53.0,Credit Card,51-65
C230336,Male,61.0,Cash,51-65
C248296,Female,43.0,Cash,36-50
C396795,Male,48.0,Credit Card,36-50
C710250,Male,25.0,Debit Card,18-25
C481043,Female,23.0,Cash,18-25
C222842,Female,53.0,Credit Card,51-65
C269374,Female,46.0,Credit Card,36-50
C286153,Male,35.0,Debit Card,26-35
C225353,Male,39.0,Credit Card,36-50
C606799,Male,30.0,Debit Card,26-35
C351417,Female,31.0,Cash,26-35
C222383,Female,27.0,Cash,26-35
C267890,Male,24.0,Debit Card,18-25
C247888,Female,21.0,Cash,18-25
C139717,Male,29.0,Debit Card,26-35
C309364,Female,33.0,Credit Card,26-35
C294970,Male,21.0,Debit Card,18-25
C174914,Female,32.0,Cash,26-35
C109237,Male,41.0,Debit Card,36-50
C128989,Female,26.0,Credit Card,26-35
C108233,Female,19.0,Cash,18-25
C192045,Female,32.0,Cash,26-35
C234519,Female,57.0,Credit Card,51-65
C160649,Male,47.0,Credit Card,36-50
C681443,Male,22.0,Debit Card,18-25
C656939,Male,43.0,Credit Card,36-50
C741210,Female,52.0,Credit Card,51-65
C150087,Male,61.0,Credit Card,51-65
C193269,Female,27.0,Credit Card,26-35
C293064,Female,48.0,Debit Card,36-50
C248432,Female,46.0,Credit Card,36-50
C880386,Female,40.0,Debit Card,36-50
C255576,Female,26.0,Credit Card,26-35
C210956,Male,40.0,Credit Card,36-50
C517404,Female,39.0,Cash,36-50
C155398,Male,29.0,Cash,26-35
C232282,Male,30.0,Debit Card,26-35
C310076,Male,25.0,Cash,18-25
C199734,Male,57.0,Credit Card,51-65
C149032,Female,46.0,Credit Card,36-50
C164881,Female,65.0,Credit Card,51-65
C102106,Female,33.0,Credit Card,26-35
C326242,Female,56.0,Cash,51-65
C204178,Female,21.0,Credit Card,18-25
C241453,Male,43.0,Cash,36-50
C275819,Female,52.0,Credit Card,51-65
C158499,Female,42.0,Cash,36-50
C146684,Male,43.0,Cash,36-50
C653814,Male,55.0,Cash,51-65
C142283,Male,48.0,Credit Card,36-50
C171623,Male,54.0,Debit Card,51-65
C180901,Female,52.0,Cash,51-65
C246256,Male,47.0,Credit Card,36-50
C999770,Male,27.0,Debit Card,26-35
C146465,Female,51.0,Credit Card,51-65
C772831,Female,42.0,Cash,36-50
C288687,Female,19.0,Cash,18-25
C168277,Female,61.0,Credit Card,51-65
C232563,Male,52.0,Cash,51-65
C245418,Female,56.0,Credit Card,51-65
C875698,Female,25.0,Credit Card,18-25
C301440,Male,62.0,Cash,51-65
C358954,Female,25.0,Cash,18-25
C136115,Male,48.0,Debit Card,36-50
C315011,Female,59.0,Debit Card,51-65
C305610,Female,39.0,Cash,36-50
C283635,Female,48.0,Cash,36-50
C270377,Female,68.0,Cash,65+
C149008,Female,40.0,Debit Card,36-50
C108149,Female,18.0,Cash,18-25
C904152,Female,64.0,Cash,51-65
C256902,Female,19.0,Cash,18-25
C191464,Male,68.0,Cash,65+
C274411,Male,41.0,Cash,36-50
C230708,Female,46.0,Credit Card,36-50
C465578,Male,63.0,Cash,51-65
C280355,Female,36.0,Cash,36-50
C158245,Male,33.0,Cash,26-35
C273069,Male,20.0,Cash,18-25
C259401,Female,30.0,Cash,26-35
C256350,Male,51.0,Cash,51-65
C316538,Female,48.0,Cash,36-50
C195435,Female,25.0,Credit Card,18-25
C191289,Female,41.0,Credit Card,36-50
C226103,Female,65.0,Debit Card,51-65
C816309,Female,41.0,Credit Card,36-50
C214345,Male,41.0,Credit Card,36-50
C115125,Male,35.0,Credit Card,26-35
C623934,Female,54.0,Debit Card,51-65
C705739,Male,55.0,Credit Card,51-65
C388613,Female,19.0,Cash,18-25
C103793,Male,48.0,Cash,36-50
C210556,Male,25.0,Cash,18-25
C883333,Female,36.0,Cash,36-50
C257974,Male,22.0,Credit Card,18-25
C281350,Male,68.0,Credit Card,65+
C350807,Female,60.0,Debit Card,51-65
C288556,Female,37.0,Cash,36-50
C214898,Male,44.0,Debit Card,36-50
C208432,Female,28.0,Credit Card,26-35
C174101,Male,58.0,Credit Card,51-65
C595662,Female,35.0,Credit Card,26-35
C162689,Female,28.0,Cash,26-35
C346557,Female,25.0,Debit Card,18-25
C248894,Male,38.0,Cash,36-50
C215850,Male,56.0,Cash,51-65
C286335,Female,20.0,Cash,18-25
C236641,Male,66.0,Cash,65+
C850813,Female,33.0,Credit Card,26-35
C580637,Female,47.0,Debit Card,36-50
C241213,Female,28.0,Debit Card,26-35
C353741,Female,33.0,Credit Card,26-35
C146762,Female,34.0,Credit Card,26-35
C328115,Female,25.0,Credit Card,18-25
C290626,Female,38.0,Credit Card,36-50
C392145,Female,41.0,Cash,36-50
C562060,Male,48.0,Credit Card,36-50
C228173,Male,57.0,Cash,51-65
C140567,Female,51.0,Cash,51-65
C113100,Female,51.0,Debit Card,51-65
C125168,Female,33.0,Debit Card,26-35
C655687,Male,33.0,Credit Card,26-35
C278523,Male,23.0,Credit Card,18-25
C946232,Female,30.0,Credit Card,26-35
C317380,Male,63.0,Debit Card,51-65
C284919,Female,23.0,Debit Card,18-25
C208694,Female,57.0,Credit Card,51-65
C849987,Female,60.0,Cash,51-65
C107885,Male,69.0,Cash,65+
C773814,Female,40.0,Cash,36-50
C615270,Female,54.0,Credit Card,51-65
C338510,Female,50.0,Cash,36-50
C915092,Female,29.0,Cash,26-35
C276058,Male,46.0,Credit Card,36-50
C120844,Female,61.0,Credit Card,51-65
C217579,Female,54.0,Cash,51-65
C115156,Female,34.0,Cash,26-35
C522903,Female,44.0,Credit Card,36-50
C449834,Male,35.0,Cash,26-35
C149710,Male,48.0,Cash,36-50
C289818,Female,33.0,Cash,26-35
C113279,Female,19.0,Credit Card,18-25
C118780,Male,41.0,Cash,36-50
C146957,Male,45.0,Credit Card,36-50
C615343,Male,58.0,Credit Card,51-65
C806692,Male,33.0,Cash,26-35
C170961,Male,35.0,Cash,26-35
C191624,Male,53.0,Credit Card,51-65
C304621,Female,33.0,Debit Card,26-35
C588438,Female,26.0,Cash,26-35
C357823,Male,43.0,Cash,36-50
C183137,Female,57.0,Debit Card,51-65
C291913,Male,24.0,Credit Card,18-25
C353392,Male,55.0,Debit Card,51-65
C260961,Female,42.0,Cash,36-50
C277604,Female,64.0,Cash,51-65
C161299,Male,45.0,Credit Card,36-50
C233843,Female,38.0,Cash,36-50
C142389,Male,23.0,Cash,18-25
C568077,Female,48.0,Cash,36-50
C210959,Male,45.0,Credit Card,36-50
C339966,Male,61.0,Cash,51-65
C746744,Female,45.0,Credit Card,36-50
C300595,Female,69.0,Cash,65+
C272512,Male,27.0,Cash,26-35
C550510,Female,64.0,Cash,51-65
C202660,Female,51.0,Cash,51-65
C307049,Male,27.0,Credit Card,26-35
C183426,Male,26.0,Cash,26-35
C197727,Male,45.0,Credit Card,36-50
C797976,Female,43.0,Credit Card,36-50
C726791,Female,37.0,Credit Card,36-50
C334824,Female,34.0,Cash,26-35
C220569,Male,36.0,Debit Card,36-50
C361904,Male,50.0,Cash,36-50
C138558,Female,19.0,Credit Card,18-25
C769893,Male,35.0,Cash,26-35
C164962,Female,40.0,Credit Card,36-50
C660339,Male,51.0,Debit Card,51-65
C705168,Female,51.0,Credit Card,51-65
C212116,Female,50.0,Debit Card,36-50
C126387,Female,53.0,Cash,51-65
C213254,Female,62.0,Cash,51-65
C369849,Male,50.0,Credit Card,36-50
C427813,Male,53.0,Cash,51-65
C149986,Female,41.0,Debit Card,36-50
C196294,Male,62.0,Credit Card,51-65
C242821,Female,32.0,Cash,26-35
C604664,Female,23.0,Cash,18-25
C546435,Female,65.0,Cash,51-65
C204618,Male,29.0,Debit Card,26-35
C325156,Female,65.0,Cash,51-65
C301103,Male,31.0,Cash,26-35
C136259,Male,25.0,Credit Card,18-25
C310579,Male,35.0,Cash,26-35
C217713,Female,26.0,Credit Card,26-35
C274726,Female,62.0,Cash,51-65
C322157,Female,32.0,Credit Card,26-35
C274819,Female,46.0,Cash,36-50
C517451,Male,58.0,Cash,51-65
C199672,Female,38.0,Debit Card,36-50
C155986,Female,38.0,Cash,36-50
C154627,Male,20.0,Cash,18-25
C328299,Male,48.0,Debit Card,36-50
C970656,Male,58.0,Cash,51-65
C299064,Female,20.0,Cash,18-25
C253058,Male,19.0,Debit Card,18-25
C313842,Female,61.0,Credit Card,51-65
C239167,Male,51.0,Cash,51-65
C197676,Male,48.0,Cash,36-50
C197207,Male,33.0,Cash,26-35
C122085,Female,30.0,Cash,26-35
C130153,Male,18.0,Cash,18-25
C334919,Female,20.0,Cash,18-25
C351424,Male,53.0,Cash,51-65
C222646,Female,46.0,Credit Card,36-50
C310996,Male,43.0,Credit Card,36-50
C574268,Female,52.0,Credit Card,51-65
C733099,Male,47.0,Cash,36-50
C291893,Male,62.0,Credit Card,51-65
C261735,Female,64.0,Debit Card,51-65
C309561,Male,59.0,Credit Card,51-65
C511744,Female,46.0,Credit Card,36-50
C272415,Female,67.0,Debit Card,65+
C417659,Male,52.0,Cash,51-65
C171596,Male,69.0,Cash,65+
C476753,Female,18.0,Cash,18-25
C329804,Female,67.0,Cash,65+
